Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
HP 15R,33790.0,3.6,Intel Core i3 13th Gen,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9MT3HWTYP8UY&lid=LSTCOMH9MT3HWTYP8UYHDUGNK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_265&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH9MT3HWTYP8UY.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
ASUS,31490.0,4.2,AMD Ryzen 3,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/asus-amd-ryzen-3-quad-core-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMHFY939ZTRVFVG&lid=LSTCOMHFY939ZTRVFVGSM6GLW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_270&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMHFY939ZTRVFVG.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP 15 G9,35490.0,4.0,AMD Ryzen 5 5625U,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8b3f045df43be?pid=COMH9F24SECZFEZW&lid=LSTCOMH9F24SECZFEZW3NLPLZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_273&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH9F24SECZFEZW.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5625U, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
MSI Thin 15,84990.0,4.2,Intel Core i7 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-thin-15-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-b13ve-1800in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFGDXWZM2FY&lid=LSTCOMGYSFGDXWZM2FY5GLHEM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_274&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMGYSFGDXWZM2FY.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
HP Victus 15,69990.0,4.4,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGMSPUQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_275&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMHY8KVZ73Y9PPY.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 3,34990.0,4.2,Intel Core i3 12th Gen,8 GB,256 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm726ac134d0530?pid=COMGSVFEHCEWXFBQ&lid=LSTCOMGSVFEHCEWXFBQ1IT6KW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_276&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMGSVFEHCEWXFBQ.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 256 GB SSD, Windows 11 Home"
HP Pavilion,42990.0,4.5,AMD Ryzen 5 5500U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-pavilion-amd-ryzen-5-dual-core-5500u-8-gb-512-gb-ssd-windows-11-home-15-eh1137au-thin-light-laptop/p/itme2327928ac401?pid=COMHY8KVSJHQUACX&lid=LSTCOMHY8KVSJHQUACXS7JBSJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_278&otracker=search&fm=organic&iid=en_oRpfCjWad3DZ9xc9HGeIqbmrQPPhD8dVteM6OkDx-w3d491vGtHBJDDl7DRCL9LZeLtJzLz7hx2l14EIyt7nQA%3D%3D&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5500U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo V 14,40490.0,3.6,Intel Core i5 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-v-14-2025-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm06121c218e9d8?pid=COMH96WNFKXH2FZJ&lid=LSTCOMH96WNFKXH2FZJC91CTK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_280&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH96WNFKXH2FZJ.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
HP Pavilion,69990.0,4.4,Intel Core Ultra 5,16 GB,1 TB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_281&otracker=search&fm=organic&iid=en_oRpfCjWad3DZ9xc9HGeIqbmrQPPhD8dVteM6OkDx-w0GwgwcdXMW5vjZCki3d46oRMw-4Qe_Xr8Nf3wjFFgeRw%3D%3D&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 5, 16 GB, 1 TB SSD, Windows 11 Home, Thin and Light"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,122990.0,4.0,Intel Core Ultra 7,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-7-256v-16-gb-512-gb-ssd-windows-11-home-np750qha-2-1-laptop/p/itm85276ee19425e?pid=COMH9PHPZMP9PEG7&lid=LSTCOMH9PHPZMP9PEG7CHMW7J&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_282&otracker=search&fm=organic&iid=en_oRpfCjWad3DZ9xc9HGeIqbmrQPPhD8dVteM6OkDx-w0lPyAGLtz9HH2LjM4C08jdmQF5SZGG41orE5NpA-ld4vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 16 GB, 512 GB SSD"
HP 14 G9,34990.0,3.0,AMD Ryzen 5 5625U,16 GB,512 GB SSD,Windows 11 Pro,['Thin and Light'],https://www.flipkart.com/hp-14-g9-2025-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itme6fd8a1c31200?pid=COMH9DYFHGB2FZ8K&lid=LSTCOMH9DYFHGB2FZ8KXGUUCB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_283&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH9DYFHGB2FZ8K.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5625U, 16 GB, 512 GB SSD, Windows 11 Pro, Thin and Light"
Lenovo IdeaPad Slim 3,32990.0,4.2,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_284&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMGP26H8PHCAMZE.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
ASUS Vivobook Go 15,40699.0,4.2,AMD Ryzen 5 7520U,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-nj5541ws-thin-light-laptop/p/itm11c1635cd5848?pid=COMH8VXVGEPMSHGC&lid=LSTCOMH8VXVGEPMSHGCGISTJS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_285&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH8VXVGEPMSHGC.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 16 GB, 512 GB SSD, Windows 11 Home"
HP 15 G9,28990.0,4.1,AMD Ryzen 3 3250U,16 GB,512 GB SSD,Windows 11 Pro,['Thin and Light'],https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-3-dual-core-3250u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itma7df4d7d70080?pid=COMH9DVYSUGVCXZV&lid=LSTCOMH9DVYSUGVCXZVPVDYKB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_286&otracker=search&fm=organic&iid=e10a0a72-6016-48eb-a3f1-6cd27342f9ce.COMH9DVYSUGVCXZV.SEARCH&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 16 GB, 512 GB SSD, Windows 11 Pro, Thin and Light"
HP Victus,61990.0,4.0,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa2703tx-gaming-laptop/p/itm280d703c08614?pid=COMH8VXV7FW2SDAX&lid=LSTCOMH8VXV7FW2SDAXP1L8IA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_287&otracker=search&fm=organic&iid=en_oRpfCjWad3DZ9xc9HGeIqbmrQPPhD8dVteM6OkDx-w0zj2svTez4zOSRJF6-q-OHQBUYrUkRH4q9dbOp3DzaFQ%3D%3D&ppt=None&ppn=None&ssid=hofbb7grmo0000001746639476089&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP Victus AI Powered,72990.0,4.3,AMD Ryzen 7 7840H,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-ai-powered-amd-ryzen-7-octa-core-7840hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-16-s0095ax-gaming-laptop/p/itm64ae9ddc2dec6?pid=COMGS2XZGZHEJEZG&lid=LSTCOMGS2XZGZHEJEZGXWFBYW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_289&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGS2XZGZHEJEZG.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 7840H, 16 GB, 512 GB SSD, Windows 11 Home"
DELL Inspiron MSO 2024,55990.0,4.3,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-inspiron-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm56b02a3274b1b?pid=COMH88MJXJTQSN8B&lid=LSTCOMH88MJXJTQSN8BOUW8GD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_290&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMH88MJXJTQSN8B.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Infinix ZERO BOOK ULTRA Series Laptop,72999.0,4.2,Intel Core i9 12th Gen,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/infinix-zero-book-ultra-series-laptop-intel-core-i9-12th-gen-12900h-16-gb-512-gb-ssd-windows-11-home-zl12-business/p/itmad7e026e8b8c5?pid=COMGMFK7B6FTNA4X&lid=LSTCOMGMFK7B6FTNA4XRZ631X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_291&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGMFK7B6FTNA4X.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i9 12th Gen, 16 GB, 512 GB SSD"
Infinix ZERO BOOK Series,51999.0,4.2,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-zero-book-series-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-zl12-business-laptop/p/itmad7e026e8b8c5?pid=COMGMFK7MHZWV5YY&lid=LSTCOMGMFK7MHZWV5YYZF2TNE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_292&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGMFK7MHZWV5YY.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
MSI Modern 15,32990.0,4.3,Intel Core i3 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-b12mo-612in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGT7MCYFJX&lid=LSTCOMGYSFGT7MCYFJXIDLSMH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_294&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGYSFGT7MCYFJX.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo V15 Series,34990.0,3.9,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/lenovo-v15-series-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmdcccd5f5d1865?pid=COMGWB8RZZHCZGMA&lid=LSTCOMGWB8RZZHCZGMANXRG4T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_295&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGWB8RZZHCZGMA.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP,36990.0,4.2,Unknown,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-intel-core-3-14th-gen-100u-8-gb-512-gb-ssd-windows-11-home-15-fd1253tu-thin-light-laptop/p/itmd1340c4358c84?pid=COMHBFRJDZSGPFKZ&lid=LSTCOMHBFRJDZSGPFKZ5NBL2S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_296&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMHBFRJDZSGPFKZ.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
ASUS Chromebook Touch,17566.0,3.8,Intel Celeron,4 GB,Unknown,Chrome OS,Unknown,https://www.flipkart.com/asus-chromebook-touch-intel-celeron-dual-core-n3350-4-gb-64-gb-emmc-storage-chrome-os-c523na-a20303/p/itm06217db382c2b?pid=COMG49CZ8SVW7TWD&lid=LSTCOMG49CZ8SVW7TWDZD3IZ1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_297&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMG49CZ8SVW7TWD.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Celeron, 4 GB, Chrome OS"
Infinix Y2 series,44990.0,4.2,Intel Core i3 11th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-y2-series-intel-core-i3-11th-gen-1115g4-16-gb-512-gb-ssd-windows-11-home-xl29-thin-light-laptop/p/itmcf13c7e0b0c78?pid=COMGYHP5P9D8VAZD&lid=LSTCOMGYHP5P9D8VAZDNESZUI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_298&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGYHP5P9D8VAZD.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i3 11th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5 WUXGA IPS,57990.0,4.2,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-ips-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-16iah8-thin-light-laptop/p/itma68dba42368d2?pid=COMGSC4EZAPZHGTY&lid=LSTCOMGSC4EZAPZHGTYGR6SGO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_299&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGSC4EZAPZHGTY.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Lenovo Legion Go,69990.0,4.8,Unknown,16 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/lenovo-legion-go-amd-ryzen-z1-extreme-16-gb-512-gb-ssd-windows-11-home-8apu1-handheld-gaming-pc/p/itm91b8146551547?pid=COMHFR4THQXC2DGG&lid=LSTCOMHFR4THQXC2DGGUJGHYW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_301&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMHFR4THQXC2DGG.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"16 GB, 512 GB SSD, Windows 11 Home, Gaming"
Acer,39990.0,4.2,AMD Ryzen 7 5700U,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/acer-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH28U4YSNFGVWT&lid=LSTCOMH28U4YSNFGVWTM0P4K2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_302&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMH28U4YSNFGVWT.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 5700U, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Slim 5,75990.0,4.2,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itma68dba42368d2?pid=COMGRU9ZJUZQFMKY&lid=LSTCOMGRU9ZJUZQFMKYRNL2AO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_303&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGRU9ZJUZQFMKY.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
DELL,34990.0,4.1,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm79bd3633b64b4?pid=COMGZ8NDUXGPXTVZ&lid=LSTCOMGZ8NDUXGPXTVZ65WVRB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_304&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGZ8NDUXGPXTVZ.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Lenovo IdeaPad Slim 3,54990.0,4.2,Unknown,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-15iru9-thin-light-laptop/p/itm726ac134d0530?pid=COMH44PGGJZMT3FE&lid=LSTCOMH44PGGJZMT3FEDD4ST8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_305&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMH44PGGJZMT3FE.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Acer Aspire 5 15,39990.0,3.9,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-aspire-5-15-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-a515-58m-thin-light-laptop/p/itm4285f066ed3a8?pid=COMGXMY52EEXCJMN&lid=LSTCOMGXMY52EEXCJMNN4TODC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_308&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGXMY52EEXCJMN.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
MSI Modern 15,51395.0,4.3,Intel Core i7 12th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-b12mo-815in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGGFGVCRWY&lid=LSTCOMGYSFGGFGVCRWYZ6TUZB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_309&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGYSFGGFGVCRWY.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
MSI Modern 14,30990.0,4.4,Intel Core i3 12th Gen,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-c12mo-business-laptop/p/itmb82466e1d1ca2?pid=COMHYWTJWVCVHFBH&lid=LSTCOMHYWTJWVCVHFBHBKC3MY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_310&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMHYWTJWVCVHFBH.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i3 12th Gen, 8 GB, 512 GB SSD, Windows 11 Home"
MSI Modern 15,48990.0,4.3,Intel Core i7 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-b12mo-816in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGY9AXBJJN&lid=LSTCOMGYSFGY9AXBJJNKX7JO7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_311&otracker=search&fm=organic&iid=75a172dd-d36d-430d-a40c-3f623fa32bd3.COMGYSFGY9AXBJJN.SEARCH&ppt=None&ppn=None&ssid=gtafny947k0000001746639520057&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
